Sn,Sex,District Code,School,Weight,Program,University ,Intake Year
1,F,29,"UGANDA MARTYRS S.S., NAMUGONGO",54.3,Bachelor Of Business Administration,MAK,2024/25
2,F,16,SEETA HIGH SCHOOL,53.5,Bachelor Of Business Administration,MAK,2024/25
3,F,55,ST MARY'S SS  KITENDE,51.3,Bachelor Of Business Administration,MAK,2024/25
4,F,55,ST MARY'S SS  KITENDE,50.8,Bachelor Of Business Administration,MAK,2024/25
5,F,25,ST MARY'S SS  KITENDE,50.7,Bachelor Of Business Administration,MAK,2024/25
6,F,16,"MT.ST.MARY'S, NAMAGUNGA",48.9,Bachelor Of Business Administration,MAK,2024/25
7,M,108,MIDLAND HIGH SCHOOL,48.7,Bachelor Of Business Administration,MAK,2024/25
8,F,55,ST MARY'S SS  KITENDE,48.6,Bachelor Of Business Administration,MAK,2024/25
9,F,76,BP CYPRIAN KIHANGIRE SS LUZIRA,48.6,Bachelor Of Business Administration,MAK,2024/25
10,F,55,ST MARY'S SS  KITENDE,48.5,Bachelor Of Business Administration,MAK,2024/25
11,F,89,ST.FRANCIS BORGIA HIGH SCHOOL,48,Bachelor Of Business Administration,MAK,2024/25
12,F,3,"ST.JOSEPH'S GIRLS, NSAMBYA",47.9,Bachelor Of Business Administration,MAK,2024/25
13,F,55,BUDDO SEC. SCHOOL,47.7,Bachelor Of Business Administration,MAK,2024/25
14,F,86,BWERANYANGI GIRLS' SCHOOL,47.6,Bachelor Of Business Administration,MAK,2024/25
15,F,37,"SEETA H/S GREEN CAMPUS, MUKONO",47.5,Bachelor Of Business Administration,MAK,2024/25
16,F,85,"ST.NOA MAWAGALI SS, JINJA",47.5,Bachelor Of Business Administration,MAK,2024/25
17,F,16,MENGO SECONDARY SCHOOL ANNEX,47.5,Bachelor Of Business Administration,MAK,2024/25
18,F,55,SEETA HIGH SCHOOL - A' LEVEL CAMPUS,47.5,Bachelor Of Business Administration,MAK,2024/25
19,M,16,MENGO SECONDARY SCHOOL,50.3,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
20,M,16,"ST.MARIA GORETTI S.S, KATENDE",49.5,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
21,M,13,FORT-PORTAL SS,49.3,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
22,M,55,MENGO SECONDARY SCHOOL,48.4,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
23,F,47,"ST. ELIZABETH GIRLS SECONDARY SCHOOL, MITYANA",48.2,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
24,M,13,FORT-PORTAL SS,48.1,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
25,F,100,"ST.THOMAS AQUINAS SS, KAWEMPE",48,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
26,M,16,"KING'S COLLEGE, BUDO",48,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
27,M,34,"KING'S COLLEGE, BUDO",47.9,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
28,F,94,KIGUMBA INTENSIVE S.S,46.6,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
29,F,75,"CENTRAL COLLEGE, MITYANA",46.3,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
30,F,11,NAALYA SSS,46.2,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
31,F,16,"UGANDA MARTYRS S.S., NAMUGONGO",46.2,Bachelor Of Science In Agricultural Engineering,MAK,2024/25
32,F,7,IGANGA SECONDARY SCHOOL,53.9,Bachelor Of Agribusiness Management,MAK,2024/25
33,M,55,GRACE HIGH SCHOOL,51.9,Bachelor Of Agribusiness Management,MAK,2024/25
34,M,31,LIGHT VOCATIONAL S.SLIRA,50.2,Bachelor Of Agribusiness Management,MAK,2024/25
35,M,6,RUYONZA SECONDARY SCHOOL,50.1,Bachelor Of Agribusiness Management,MAK,2024/25
36,M,6,KICHWAMBA HIGH SCHOOL,50.1,Bachelor Of Agribusiness Management,MAK,2024/25
37,M,67,AMUS COLLEGE SCHOOL,49.9,Bachelor Of Agribusiness Management,MAK,2024/25
38,M,126,ST. CHARLES LWANGA,49.3,Bachelor Of Agribusiness Management,MAK,2024/25
39,M,52,BP CYPRIAN KIHANGIRE SS LUZIRA,48.8,Bachelor Of Agribusiness Management,MAK,2024/25
40,F,110,KICHWAMBA HIGH SCHOOL,48.7,Bachelor Of Agribusiness Management,MAK,2024/25
41,F,55,NANSANA ST. JOSEPH SS,48,Bachelor Of Agribusiness Management,MAK,2024/25
42,F,25,GOMBE SECONDARY SCHOOL,47.8,Bachelor Of Agribusiness Management,MAK,2024/25
43,M,134,"MOTHER KEVIN COLLEGE, MABIRA",47.7,Bachelor Of Agribusiness Management,MAK,2024/25
44,M,19,NTUNGAMO HIGH SCHOOL,47.3,Bachelor Of Agribusiness Management,MAK,2024/25
45,M,64,ST. GRACIOUS S.S. LIRA,46.8,Bachelor Of Science In Agriculture,MAK,2024/25
46,M,11,GOMBE SECONDARY SCHOOL,46.8,Bachelor Of Science In Agriculture,MAK,2024/25
47,M,16,GOMBE SECONDARY SCHOOL,46.6,Bachelor Of Science In Agriculture,MAK,2024/25
48,F,42,MENGO SECONDARY SCHOOL,45.4,Bachelor Of Science In Agriculture,MAK,2024/25
49,F,55,"ST.JOSEPH'S GIRLS, NSAMBYA",45.3,Bachelor Of Science In Agriculture,MAK,2024/25
50,M,55,UGANDA MARTYRS VOCATIONAL SECONDARY SCHOOL,45.3,Bachelor Of Science In Agriculture,MAK,2024/25
51,M,58,"KIIRA COLLEGE, BUTIKI",45.3,Bachelor Of Science In Agriculture,MAK,2024/25
52,F,55,KITENDE S S,45,Bachelor Of Science In Agriculture,MAK,2024/25
53,M,16,KAWEMPE MUSLIM SS,44.9,Bachelor Of Science In Agriculture,MAK,2024/25
54,M,11,"KIIRA COLLEGE, BUTIKI",44.8,Bachelor Of Science In Agriculture,MAK,2024/25
55,M,29,NAMILYANGO COLLEGE,44,Bachelor Of Science In Agriculture,MAK,2024/25
56,M,3,OURLADY OF AFRICA SS NAMILYANGO,44,Bachelor Of Science In Agriculture,MAK,2024/25
57,M,55,"ST MARY'S COLLEGE, KISUBI",43.9,Bachelor Of Science In Agriculture,MAK,2024/25
58,M,9,"ST.ANDREA KAHWA'S COL., HOIMA",43.9,Bachelor Of Science In Agriculture,MAK,2024/25
59,M,53,ST MARY'S SS  KITENDE,43.9,Bachelor Of Science In Agriculture,MAK,2024/25
60,M,55,MENGO SECONDARY SCHOOL,43.8,Bachelor Of Science In Agriculture,MAK,2024/25
61,M,75,"CENTRAL COLLEGE, MITYANA",43.7,Bachelor Of Science In Agriculture,MAK,2024/25
62,M,67,BP CYPRIAN KIHANGIRE SS LUZIRA,43.7,Bachelor Of Science In Agriculture,MAK,2024/25
63,M,41,"CENTRAL COLLEGE, MITYANA",43.7,Bachelor Of Science In Agriculture,MAK,2024/25
64,M,14,GOMBE SECONDARY SCHOOL,43.7,Bachelor Of Science In Agriculture,MAK,2024/25
65,M,31,ST MARY'S SS  KITENDE,43.7,Bachelor Of Science In Agriculture,MAK,2024/25
66,M,8,GOMBE SECONDARY SCHOOL,43.5,Bachelor Of Science In Agriculture,MAK,2024/25
67,M,16,NTARE SCHOOL,43.4,Bachelor Of Science In Agriculture,MAK,2024/25
68,M,23,MENGO SECONDARY SCHOOL,43.4,Bachelor Of Science In Agriculture,MAK,2024/25
69,F,55,"MT.ST.MARY'S, NAMAGUNGA",43.3,Bachelor Of Science In Agriculture,MAK,2024/25
70,F,10,NABISUNSA GIRLS' SCHOOL,42.4,Bachelor Of Science In Agriculture,MAK,2024/25
71,F,37,MARYHILL HIGH SCHOOL,42.3,Bachelor Of Science In Agriculture,MAK,2024/25
72,F,54,"KING'S COLLEGE, BUDO",42.3,Bachelor Of Science In Agriculture,MAK,2024/25
73,F,84,IMMACULATE HEART GIRLS SCHOOL,42.2,Bachelor Of Science In Agriculture,MAK,2024/25
74,F,17,ST MARY'S SS  KITENDE,42.2,Bachelor Of Science In Agriculture,MAK,2024/25
75,F,75,"CENTRAL COLLEGE, MITYANA",42.1,Bachelor Of Science In Agriculture,MAK,2024/25
76,F,55,"TRINITY COLLEGE, NABBINGO",42,Bachelor Of Science In Agriculture,MAK,2024/25
77,F,16,NDEJJE SECONDARY SCHOOL,41.9,Bachelor Of Science In Agriculture,MAK,2024/25
78,F,45,"NAALYA SEC. SCHOOL ,KAMPALA",41.9,Bachelor Of Science In Agriculture,MAK,2024/25
79,F,88,GOMBE SECONDARY SCHOOL,41.2,Bachelor Of Science In Agriculture,MAK,2024/25
80,F,41,"MT.ST.MARY'S, NAMAGUNGA",40.4,Bachelor Of Science In Agriculture,MAK,2024/25
81,F,58,GOMBE SECONDARY SCHOOL,40.4,Bachelor Of Science In Agriculture,MAK,2024/25
82,F,16,SEETA HIGH SCHOOL,53.9,Bachelor Ofapplied Psychology,MAK,2024/25
83,F,55,SEROMA CHRISTIAN HIGH SCHOOL,53.8,Bachelor Ofapplied Psychology,MAK,2024/25
84,F,10,TORORO GIRLS' SCHOOL,53.7,Bachelor Ofapplied Psychology,MAK,2024/25
85,F,13,"CORNERSTONE LEADERSHIP ACADEMY, MATUGGA",53.6,Bachelor Ofapplied Psychology,MAK,2024/25
86,F,16,KIBULI SECONDARY SCHOOL,53.5,Bachelor Ofapplied Psychology,MAK,2024/25
87,F,16,GOMBE SECONDARY SCHOOL,53.1,Bachelor Ofapplied Psychology,MAK,2024/25
88,F,55,NAGGALAMA SENIOR SECONDARY SCHOOL,53,Bachelor Ofapplied Psychology,MAK,2024/25
89,F,33,MASAKA SECONDARY SCHOOL,54,Bachelor Of Architecture,MAK,2024/25
90,F,30,MIDLAND HIGH SCHOOL,53.9,Bachelor Of Architecture,MAK,2024/25
91,M,84,ALLIANCE SECONDARY SCHOOL,52.9,Bachelor Of Architecture,MAK,2024/25
92,M,134,NAMIREMBE HILLSIDE S.S.,52.9,Bachelor Of Architecture,MAK,2024/25
93,M,55,"ST MARY'S COLLEGE, KISUBI",52.8,Bachelor Of Architecture,MAK,2024/25
94,M,13,KITENDE S S,52.5,Bachelor Of Architecture,MAK,2024/25
95,F,54,"MT.ST.MARY'S, NAMAGUNGA",52.4,Bachelor Of Architecture,MAK,2024/25
96,M,101,ST. JUDE  SECONDARY SCHOOL MASAKA,52.3,Bachelor Of Architecture,MAK,2024/25
97,F,16,BP CYPRIAN KIHANGIRE SS LUZIRA,52.3,Bachelor Of Architecture,MAK,2024/25
98,M,4,SEETA HIGH SCHOOL-MUKONO,52.3,Bachelor Of Architecture,MAK,2024/25
99,F,116,GAYAZA HIGH SCHOOL,52.2,Bachelor Of Architecture,MAK,2024/25
100,F,16,GAYAZA HIGH SCHOOL,52.1,Bachelor Of Architecture,MAK,2024/25
101,M,55,ST.ELIZABETH SEC.SCH. NKOOWE,52.1,Bachelor Of Architecture,MAK,2024/25
102,F,16,SEETA HIGH SCHOOL,52.1,Bachelor Of Architecture,MAK,2024/25
103,M,40,MENGO SECONDARY SCHOOL,52.1,Bachelor Of Architecture,MAK,2024/25
104,M,16,KAMPALA HIGH SCHOOL,52.1,Bachelor Of Architecture,MAK,2024/25
105,F,17,GAYAZA HIGH SCHOOL,52,Bachelor Of Architecture,MAK,2024/25
106,F,16,MENGO SECONDARY SCHOOL,51.9,Bachelor Of Architecture,MAK,2024/25
107,M,56,"ST HENRY'S COLLEGE, KITOVU",44.8,Bachelor Of Animal Production Technology And Management,MAK,2024/25
108,M,55,KITENDE S S,43.9,Bachelor Of Animal Production Technology And Management,MAK,2024/25
109,M,37,"ST HENRY'S COLLEGE, KITOVU",43.8,Bachelor Of Animal Production Technology And Management,MAK,2024/25
110,M,90,NAMILYANGO COLLEGE,43.8,Bachelor Of Animal Production Technology And Management,MAK,2024/25
111,F,10,SEETA HIGH SCHOOL-MUKONO,43.2,Bachelor Of Animal Production Technology And Management,MAK,2024/25
112,F,6,BWERANYANGI GIRLS' SCHOOL,43.2,Bachelor Of Animal Production Technology And Management,MAK,2024/25
113,F,13,"ST.JOSEPH'S S S, NAGGALAMA",42.3,Bachelor Of Animal Production Technology And Management,MAK,2024/25
114,F,35,IGANGA SECONDARY SCHOOL,53.8,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
115,F,34,MASINDI ARMY SS,51.9,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
116,F,19,"BISHOP COMBONI COL., KAMBUGA",50.4,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
117,F,54,"STANDARD HIGH SCHOOL, KAMPALA",50.2,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
118,M,19,"KINKIIZI SECONDARY SCHOOL, NYAKATARE",49.1,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
119,M,26,KISORO VISION,49,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
120,F,132,KINONI HIGH SCHOOL,47.7,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
121,F,106,AMUS COLLEGE SCHOOL,47,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
122,F,117,KABALE TRINITY COLLEGE,46.8,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
123,M,12,KABALE TRINITY COLLEGE,46.5,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
124,M,55,BULOBA SECONDARY SCHOOL,46.1,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
125,M,26,KISORO SAVIOUR SECONDARY SCHOOL,46.1,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
126,M,9,HOIMA  HALL,45.9,Bachelor Of Agricultural And Rural Innovation,MAK,2024/25
127,F,42,"UGANDA MARTYRS S.S., NAMUGONGO",54.5,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
128,F,55,MENGO SECONDARY SCHOOL,54.3,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
129,M,55,NANSANA ST. JOSEPH SS,52.9,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
130,M,55,BULOBA HIGH SCHOOL,52.6,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
131,M,18,BUGILI SECONDARY SCHOOL,52.5,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
132,M,55,MBOGO COLLEGE SCHOOL,52.5,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
133,F,55,KITENDE S S,52.4,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
134,M,41,"MT. ZION SECONDARY SCHOOL, KITENGA",52.4,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
135,M,27,"KATIKAMU SEC. SCH., WOBULENZI",52.2,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
136,F,75,"ALLIANCE HIGH SCHOOL, NANSANA",51.8,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
137,F,110,IMMACULATE HEART GIRLS SCHOOL,51.4,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
138,M,19,"ST HENRY'S COLLEGE, KITOVU",51,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
139,F,55,"BISHOP'S SEC. SCHOOL, MUKONO",50.8,Bachelor Of Science In Biomedical Engineering,MAK,2024/25
140,M,16,KIBULI SECONDARY SCHOOL,49.5,Bachelor Of Science In Bi0-Processing Engineering,MAK,2024/25
141,M,55,MBOGO COLLEGE SCHOOL,49.4,Bachelor Of Science In Bi0-Processing Engineering,MAK,2024/25
142,M,112,"UGANDA MARTYRS S.S., NAMUGONGO",47.8,Bachelor Of Science In Bi0-Processing Engineering,MAK,2024/25
143,M,85,BUSALAMU SEC. SCHOOL,47.5,Bachelor Of Science In Bi0-Processing Engineering,MAK,2024/25
144,F,55,SEETA HIGH SCHOOL,46.5,Bachelor Of Science In Bi0-Processing Engineering,MAK,2024/25
145,F,54,SEETA HIGH SCHOOL,45.7,Bachelor Of Science In Bi0-Processing Engineering,MAK,2024/25
146,F,115,"ST.ANDREA KAHWA'S COL., HOIMA",44.1,Bachelor Of Science In Bi0-Processing Engineering,MAK,2024/25
147,F,54,"SEETA H/S GREEN CAMPUS, MUKONO",43.9,Bachelor Of Science In Bi0-Processing Engineering,MAK,2024/25
148,M,55,ST MARY'S SS  KITENDE,47,Bachelor Of Science In Biotechnology,MAK,2024/25
149,M,55,"UGANDA MARTYRS S.S., NAMUGONGO",46.9,Bachelor Of Science In Biotechnology,MAK,2024/25
150,M,42,"ST.JOSEPH'S S S, NAGGALAMA",46.8,Bachelor Of Science In Biotechnology,MAK,2024/25
151,M,55,OCER CAMPION JESUIT COLLEGE,46.8,Bachelor Of Science In Biotechnology,MAK,2024/25
152,F,35,"KING'S COLLEGE, BUDO",45.4,Bachelor Of Science In Biotechnology,MAK,2024/25
153,F,55,"UGANDA MARTYRS S.S., NAMUGONGO",45.2,Bachelor Of Science In Biotechnology,MAK,2024/25
154,F,26,"ST.MARY'S COLLEGE, RUSHOROZA",45.1,Bachelor Of Science In Biotechnology,MAK,2024/25
155,F,93,SEETA HIGH SCHOOL-MUKONO,43.3,Bachelor Of Science In Biotechnology,MAK,2024/25
156,M,42,GOMBE SECONDARY SCHOOL,39.4,Bachelor Of Science In Conservation Biology,MAK,2024/25
157,M,3,"UGANDA MARTYRS S.S., NAMUGONGO",38.9,Bachelor Of Science In Conservation Biology,MAK,2024/25
158,F,3,SEETA HIGH SCHOOL-MUKONO,38.1,Bachelor Of Science In Conservation Biology,MAK,2024/25
159,M,36,"ST.JOSEPH'S S S, NAGGALAMA",37.6,Bachelor Of Science In Conservation Biology,MAK,2024/25
160,M,26,KISORO VISION,37.4,Bachelor Of Science In Conservation Biology,MAK,2024/25
161,M,21,BWERA S. S.,37.4,Bachelor Of Science In Conservation Biology,MAK,2024/25
162,F,40,MPIGI MIXED SS,36.9,Bachelor Of Science In Conservation Biology,MAK,2024/25
163,F,42,MAKERERE COLLEGE SCHOOL,36.8,Bachelor Of Science In Conservation Biology,MAK,2024/25
164,F,3,GOMBE SECONDARY SCHOOL,34.9,Bachelor Of Science In Conservation Biology,MAK,2024/25
165,M,55,ST. GRACIOUS S.S. LIRA,49.7,Bachelor Of Dental Surgery,MAK,2024/25
166,M,6,ST MARY'S SS  KITENDE,49.6,Bachelor Of Dental Surgery,MAK,2024/25
167,M,128,"UGANDA MARTYRS S.S., NAMUGONGO",48.8,Bachelor Of Dental Surgery,MAK,2024/25
168,F,55,"MT.ST.MARY'S, NAMAGUNGA",48.5,Bachelor Of Dental Surgery,MAK,2024/25
169,F,88,KIBULI SECONDARY SCHOOL,48.4,Bachelor Of Dental Surgery,MAK,2024/25
170,F,16,"UGANDA MARTYRS S.S., NAMUGONGO",48.4,Bachelor Of Dental Surgery,MAK,2024/25
171,F,17,GAYAZA HIGH SCHOOL,48.3,Bachelor Of Dental Surgery,MAK,2024/25
172,M,37,"ST MARY'S COLLEGE, KISUBI",47.9,Bachelor Of Dental Surgery,MAK,2024/25
173,M,16,SEETA HIGH SCHOOL,47,Bachelor Of Dental Surgery,MAK,2024/25
174,M,11,"KIIRA COLLEGE, BUTIKI",46.9,Bachelor Of Dental Surgery,MAK,2024/25
175,M,125,BUDDO SEC. SCHOOL,46.9,Bachelor Of Dental Surgery,MAK,2024/25
176,M,42,ST. MARK'S SS NAMAGOMA,46.9,Bachelor Of Dental Surgery,MAK,2024/25
177,M,16,ST MARY'S SS  KITENDE,46.9,Bachelor Of Dental Surgery,MAK,2024/25
178,F,21,SEETA HIGH SCHOOL,46.5,Bachelor Of Dental Surgery,MAK,2024/25
179,F,37,MARYHILL HIGH SCHOOL,46.5,Bachelor Of Dental Surgery,MAK,2024/25
180,M,132,NTARE SCHOOL,46.8,Bachelor Of Environmental Health Science,MAK,2024/25
181,M,16,"KING'S COLLEGE, BUDO",46.7,Bachelor Of Environmental Health Science,MAK,2024/25
182,M,36,ST MARY'S SS  KITENDE,46.1,Bachelor Of Environmental Health Science,MAK,2024/25
183,F,36,AMUS COLLEGE SCHOOL,44.8,Bachelor Of Environmental Health Science,MAK,2024/25
184,F,55,"UGANDA MARTYRS S.S., NAMUGONGO",44.1,Bachelor Of Environmental Health Science,MAK,2024/25
185,M,55,"KING'S COLLEGE, BUDO",44,Bachelor Of Environmental Health Science,MAK,2024/25
186,M,6,NAMILYANGO COLLEGE,44,Bachelor Of Environmental Health Science,MAK,2024/25
187,F,4,"MT.ST.MARY'S, NAMAGUNGA",43.3,Bachelor Of Environmental Health Science,MAK,2024/25
188,F,52,HILTON HIGH SCHOOL,42.4,Bachelor Of Environmental Health Science,MAK,2024/25
189,F,3,GAYAZA HIGH SCHOOL,48.2,Bachelor Of Fine Art,MAK,2024/25
190,F,46,BUDDO SEC. SCHOOL,45.3,Bachelor Of Fine Art,MAK,2024/25
191,M,32,KISUBI MAPEERA S S,45.2,Bachelor Of Fine Art,MAK,2024/25
192,M,46,"SACRED HEART SS, MUSHANGA",43.8,Bachelor Of Fine Art,MAK,2024/25
193,M,23,"UGANDA MARTYRS SS, KAYUNGA",43.2,Bachelor Of Fine Art,MAK,2024/25
194,F,55,SEETA HIGH SCHOOL - A' LEVEL CAMPUS,43.2,Bachelor Of Fine Art,MAK,2024/25
195,M,102,ST.KALEMBA SECONDARY SCHOOL,42.9,Bachelor Of Fine Art,MAK,2024/25
196,F,118,ST.BALIKUDEMBE S.S.S. KISOGA,42.8,Bachelor Of Fine Art,MAK,2024/25
197,M,49,ST MARY'S SS  KITENDE,46.8,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
198,M,23,MERRYLAND  HIGH SCHOOL,46.6,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
199,F,37,BWERANYANGI GIRLS' SCHOOL,46.4,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
200,M,37,"ST HENRY'S COLLEGE, KITOVU",44,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
201,M,75,BUDDO SEC. SCHOOL,44,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
202,M,66,ST. GRACIOUS S.S. LIRA,44,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
203,M,19,"ST.PAUL'S SEMINARY, KABALE",43.7,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
204,M,7,ST MARY'S SS  KITENDE,43.7,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
205,M,116,ST. GRACIOUS S.S. LIRA,43.7,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
206,M,54,ST MARY'S SS  KITENDE,43.7,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
207,M,6,MERRYLAND  HIGH SCHOOL,43.7,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
208,F,16,"ST.JOSEPH'S S S, NAGGALAMA",43.4,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
209,F,33,"NSERESTER VOC. SS, MASAKA",43.3,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
210,F,31,ST. GRACIOUS S.S. LIRA,43.2,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
211,F,27,ST. GRACIOUS S.S. LIRA,42.5,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
212,F,16,"ST.JOSEPH'S S S, NAGGALAMA",42.4,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
213,F,32,NABISUNSA GIRLS' SCHOOL,42.3,Bachelor Of Science In Fisheries And Aquaculture,MAK,2024/25
214,F,55,MENGO SECONDARY SCHOOL ANNEX,51.9,Bachelor Of Geographical Sciences,MAK,2024/25
215,F,67,AMUS COLLEGE SCHOOL,51.2,Bachelor Of Geographical Sciences,MAK,2024/25
216,F,16,SEROMA CHRISTIAN HIGH SCHOOL,51,Bachelor Of Geographical Sciences,MAK,2024/25
217,F,55,"MT.ST.MARY'S, NAMAGUNGA",50.8,Bachelor Of Geographical Sciences,MAK,2024/25
218,F,11,SEETA HIGH SCHOOL-MUKONO,50.7,Bachelor Of Geographical Sciences,MAK,2024/25
219,M,37,MENGO SECONDARY SCHOOL ANNEX,50.3,Bachelor Of Geographical Sciences,MAK,2024/25
220,M,16,"ST.JOSEPH'S S S, NAGGALAMA",49.5,Bachelor Of Geographical Sciences,MAK,2024/25
221,M,55,ST.MICHAEL HIGH SCHOOL,49.4,Bachelor Of Geographical Sciences,MAK,2024/25
222,M,34,BWIJANGA SECONDARY SCHOOL,49.4,Bachelor Of Geographical Sciences,MAK,2024/25
223,F,101,SSEKE SENIOR SEC. SCHOOL,47.8,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
224,M,55,NAMIREMBE HILLSIDE S.S.,46.3,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
225,F,21,SEETA HIGH SCHOOL - A' LEVEL CAMPUS,45.2,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
226,F,65,CITIZEN'S SECONDARY SCHOOL,44.9,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
227,F,55,NAMIREMBE HILLSIDE S.S.,44.7,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
228,M,16,"KING'S COLLEGE, BUDO",44.6,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
229,F,50,BWONGYERA GIRLS' SEC. SCHOOL,44.3,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
230,M,112,"SACRED HEART SS, MUSHANGA",44.1,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
231,M,65,CITIZEN'S SECONDARY SCHOOL,44,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
232,M,55,SEETA HIGH SCHOOL - A' LEVEL CAMPUS,43.9,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
233,M,54,ST.KALEMBA SECONDARY SCHOOL,43.9,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
234,F,85,ST.KALEMBA SECONDARY SCHOOL,43.9,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
235,F,19,ST MARY'S SS  KITENDE,43.7,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
236,F,40,WHITE ANGELS HIGH SCHOOL,43.7,Bachelor Of Industrial And Art And Applied Design,MAK,2024/25
237,M,55,KAWEMPE MUSLIM SS,47.9,Bachelor Of Science In Medical Radiography,MAK,2024/25
238,M,102,"ST.ANDREA KAHWA'S COL., HOIMA",46.9,Bachelor Of Science In Medical Radiography,MAK,2024/25
239,M,66,OCER CAMPION JESUIT COLLEGE,46.8,Bachelor Of Science In Medical Radiography,MAK,2024/25
240,F,48,"VIENNA COLLEGE, NAMUGONGO",46.8,Bachelor Of Science In Medical Radiography,MAK,2024/25
241,M,16,KISUBI SEMINARY,45,Bachelor Of Science In Medical Radiography,MAK,2024/25
242,M,69,MBARARA HIGH SCHOOL,44.7,Bachelor Of Science In Medical Radiography,MAK,2024/25
243,M,55,SEETA HIGH SCHOOL,44.6,Bachelor Of Science In Medical Radiography,MAK,2024/25
244,F,55,"MT.ST.MARY'S, NAMAGUNGA",43.5,Bachelor Of Science In Medical Radiography,MAK,2024/25
245,F,40,"UGANDA MARTYRS S.S., NAMUGONGO",41.4,Bachelor Of Science In Medical Radiography,MAK,2024/25
246,F,55,"UGANDA MARTYRS S.S., NAMUGONGO",40.4,Bachelor Of Science In Medical Radiography,MAK,2024/25
247,F,29,"UGANDA MARTYRS S.S., NAMUGONGO",39.5,Bachelor Of Science In Medical Radiography,MAK,2024/25
248,M,32,ST. MARK'S SECONDARY SCHOOL. KABWOHE,51.2,Bachelor Of Science In Forestry,MAK,2024/25
249,F,76,"CORNERSTONE LEADERSHIP ACADEMY, MATUGGA",50.8,Bachelor Of Science In Forestry,MAK,2024/25
250,M,123,MUHABURA SHINE SS,49.2,Bachelor Of Science In Forestry,MAK,2024/25
